,index,DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV
219,23728,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",2q22.3,2,145043894,TEX41,"LOC100505498, TEX41",,,"100505498, 401014",,,rs2252641-T,rs2252641,0,2252641.0,non_coding_transcript_exon_variant,0.0,0.5285,6.999999999999999e-13,12.154901959985745,,0.0401,[0.029-0.051] unit decrease,NR [8041861] (imputed),N
35,23795,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",6q23.2,6,133888699,"EYA4-AS1, TCF21",TARID,,,100507308,,,rs2327429-T,rs2327429,0,2327429.0,non_coding_transcript_exon_variant,0.0,0.693,3e-31,30.522878745280337,,0.0723,[0.06-0.084] unit increase,NR [8041861] (imputed),N
38,21079,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,6q23.2,6,133888699,"EYA4-AS1, TCF21",TARID,,,100507308,,,rs2327429-T,rs2327429,0,2327429.0,non_coding_transcript_exon_variant,0.0,0.695,3.9999999999999995e-31,30.397940008672037,,0.0655,[0.055-0.076] unit increase,Affymetrix [at least 7947838] (imputed),N
129,21022,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,5q31.3,5,143137332,ARHGAP26,ARHGAP26,,,23092,,,rs246600-T,rs246600,0,246600.0,intron_variant,0.0,0.4633,6.999999999999999e-17,16.154901959985747,,0.043,[0.033-0.053] unit increase,Affymetrix [at least 7947838] (imputed),N
113,23776,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",5q31.3,5,143137332,ARHGAP26,ARHGAP26,,,23092,,,rs246600-T,rs246600,0,246600.0,intron_variant,0.0,0.4635,2e-17,16.69897000433602,,0.048,[0.037-0.059] unit increase,NR [8041861] (imputed),N
115,23637,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",5q31.3,5,143137332,ARHGAP26,ARHGAP26,,,23092,,,rs246600-T,rs246600,0,246600.0,intron_variant,0.0,0.464,2e-17,16.69897000433602,,0.048,[0.036-0.06] unit increase,Affymetrix [7947838] (imputed),N
296,32232,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,10p11.23,10,30034963,KIAA1462,KIAA1462,,,57608,,,rs2487928-A,rs2487928,0,2487928.0,intron_variant,0.0,0.418221,4.0000000000000004e-11,10.397940008672037,,1.06,[1.04- 1.08],"Affymetrix, Illumina [8600000] (imputed)",N
119,23840,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",10p11.23,10,30034963,KIAA1462,KIAA1462,,,57608,,,rs2487928-A,rs2487928,0,2487928.0,intron_variant,0.0,0.4262,2e-17,16.69897000433602,,0.0546,[0.042-0.067] unit increase,NR [8041861] (imputed),N
425,23548,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",1p36.32,1,3409348,PRDM16,PRDM16,,,63976,,,rs2493298-A,rs2493298,0,2493298.0,intron_variant,0.0,0.135,2e-09,8.698970004336019,,0.057,[0.037-0.077] unit increase,Affymetrix [7947838] (imputed),N
406,23983,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,1p36.32,1,3409348,PRDM16,PRDM16,,,63976,,,rs2493298-A,rs2493298,0,2493298.0,intron_variant,0.0,0.1355,1e-09,9.0,,0.0514,[0.035-0.068] unit increase,Affymetrix [at least 7947838] (imputed),N
423,23696,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",1p36.32,1,3409348,PRDM16,PRDM16,,,63976,,,rs2493298-A,rs2493298,0,2493298.0,intron_variant,0.0,0.1352,2e-09,8.698970004336019,,0.0567,[0.038-0.075] unit increase,NR [8041861] (imputed),N
178,21021,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,,,,ABO,,,,,,,rs2519093-T,rs2519093,0,2519093.0,,1.0,0.1841,2e-14,13.698970004336019,,0.0554,[0.041-0.07] unit increase,Affymetrix [at least 7947838] (imputed),N
269,32230,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,,,,ABO,,,,,,,rs2519093-T,rs2519093,0,2519093.0,,1.0,0.190872,1.0000000000000001e-11,11.0,,1.08,[1.06- 1.11],"Affymetrix, Illumina [8600000] (imputed)",N
228,23734,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",2q35,2,217818431,TNS1,TNS1,,,7145,,,rs2571445-A,rs2571445,0,2571445.0,missense_variant,0.0,0.3897,1e-12,12.0,,0.040999999999999995,[0.03-0.052] unit increase,NR [8041861] (imputed),N
237,21019,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,2q35,2,217818431,TNS1,TNS1,,,7145,,,rs2571445-A,rs2571445,0,2571445.0,missense_variant,0.0,0.3895,2e-12,11.698970004336019,,0.037000000000000005,[0.027-0.047] unit increase,Affymetrix [at least 7947838] (imputed),N
644,44138,2014-07-23,24262325,Dichgans M,2013-11-21,Stroke,www.ncbi.nlm.nih.gov/pubmed/24262325,Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.,Coronary artery disease,"33,398 cases, 75,726 controls",,8p21.3,8,19955669,LPL,LPL,,,4023,,,rs264-?,rs264,0,264.0,intron_variant,0.0,NR,3e-07,6.522878745280337,,1.1111,[1.06-1.15],Illumina [575000] (imputed),N
251,23819,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",8p21.3,8,19955669,LPL,LPL,,,4023,,,rs264-A,rs264,0,264.0,intron_variant,0.0,0.1412,5.9999999999999995e-12,11.221848749616356,,0.0632,[0.045-0.081] unit decrease,NR [8041861] (imputed),N
149,23879,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",12q21.33,12,89619312,ATP2B1,ATP2B1,,,490,,,rs2681492-T,rs2681492,0,2681492.0,intron_variant,0.0,0.8116,3e-15,14.522878745280336,,0.0629,[0.047-0.079] unit decrease,NR [8041861] (imputed),N
167,21038,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,12q21.33,12,89619312,ATP2B1,ATP2B1,,,490,,,rs2681492-T,rs2681492,0,2681492.0,intron_variant,0.0,0.8141,9.000000000000001e-15,14.045757490560675,,0.0558,[0.042-0.07] unit decrease,Affymetrix [at least 7947838] (imputed),N
367,21010,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,5q31.1,5,132331660,"LOC553103, SLC22A4","SLC22A4, LOC553103",,,"6583, 553103",,,rs273909-A,rs273909,0,273909.0,intron_variant,0.0,0.8754,5e-10,9.30102999566398,,0.0488,[0.034-0.064] unit decrease,Affymetrix [at least 7947838] (imputed),N
344,23775,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",5q31.1,5,132331660,"LOC553103, SLC22A4","SLC22A4, LOC553103",,,"6583, 553103",,,rs273909-A,rs273909,0,273909.0,intron_variant,0.0,0.8736,3e-10,9.522878745280336,,0.0534,[0.037-0.07] unit decrease,NR [8041861] (imputed),N
328,21063,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,1q32.1,1,201903136,LMOD1,LMOD1,,,25802,,,rs2820315-T,rs2820315,0,2820315.0,intron_variant,0.0,0.3012,1e-10,10.0,,0.0359,[0.025-0.047] unit increase,Affymetrix [at least 7947838] (imputed),N
288,23711,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",1q32.1,1,201903136,LMOD1,LMOD1,,,25802,,,rs2820315-T,rs2820315,0,2820315.0,intron_variant,0.0,0.3,3e-11,10.522878745280336,,0.0405,[0.029-0.052] unit increase,NR [8041861] (imputed),N
434,23942,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",21q21.3,21,29160755,MAP3K7CL,MAP3K7CL,,,56911,,,rs2832227-A,rs2832227,0,2832227.0,intron_variant,0.0,0.8248,2e-09,8.698970004336019,,0.0438,[0.029-0.058] unit decrease,NR [8041861] (imputed),N
445,23999,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,21q21.3,21,29160755,MAP3K7CL,MAP3K7CL,,,56911,,,rs2832227-A,rs2832227,0,2832227.0,intron_variant,0.0,0.8258,4e-09,8.397940008672037,,0.0393,[0.026-0.052] unit decrease,Affymetrix [at least 7947838] (imputed),N
28,21053,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,21q22.11,21,34221526,intergenic,LINC00310 - LOC105372791,114036.0,105372791.0,,31607.0,131511.0,rs28451064-A,rs28451064,0,28451064.0,intron_variant,1.0,0.1239,2.9999999999999998e-33,32.522878745280345,,0.1083,[0.091-0.126] unit increase,Affymetrix [at least 7947838] (imputed),N
145,32224,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,21q22.11,21,34221526,KCNE2,LINC00310 - LOC105372791,114036.0,105372791.0,,31607.0,131511.0,rs28451064-A,rs28451064,0,28451064.0,intron_variant,1.0,0.121186,9.999999999999999e-16,15.0,,1.14,[1.10- 1.17],"Affymetrix, Illumina [8600000] (imputed)",N
30,23676,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",21q22.11,21,34221526,intergenic,LINC00310 - LOC105372791,114036.0,105372791.0,,31607.0,131511.0,rs28451064-A,rs28451064,0,28451064.0,intron_variant,1.0,0.124,7e-33,32.154901959985736,,0.11900000000000001,[0.099-0.139] unit increase,Affymetrix [7947838] (imputed),N
29,23943,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",21q22.11,21,34221526,intergenic,LINC00310 - LOC105372791,114036.0,105372791.0,,31607.0,131511.0,rs28451064-A,rs28451064,0,28451064.0,intron_variant,1.0,0.1236,7e-33,32.154901959985736,,0.1193,[0.1-0.139] unit increase,NR [8041861] (imputed),N
1,23694,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",9p21.3,9,22098620,CDKN2B-AS1,CDKN2B-AS1,,,100048912,,,rs2891168-A,rs2891168,0,2891168.0,intron_variant,0.0,0.525,4.999999999999999e-204,203.30102999566398,,0.18899999999999997,[0.18-0.2] unit decrease,Affymetrix [7947838] (imputed),N
6,32218,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,9p21.3,9,22098620,9p21,CDKN2B-AS1,,,100048912,,,rs2891168-G,rs2891168,0,2891168.0,intron_variant,0.0,0.488668,1.9999999999999996e-98,97.69897000433602,,1.21,[1.19- 1.24],"Affymetrix, Illumina [8600000] (imputed)",N
327,4106,2011-04-11,21378990,Schunkert H,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378990,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.,Coronary heart disease,"22,233 European ancestry cases, 64,762 European ancestry controls","56,682 European ancestry cases and controls",14q32.2,14,99667605,HHIPL1,HHIPL1,,,84439,,,rs2895811-C,rs2895811,0,2895811,intron_variant,0.0,0.43,1e-10,10.0,,1.07,[1.05-1.10],"Affymetrix, Illumina [~ 2300000] (imputed)",N
170,23893,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",14q32.2,14,99667605,"HHIPL1, MIR5698",HHIPL1,,,84439,,,rs2895811-T,rs2895811,0,2895811.0,intron_variant,0.0,0.5825,1e-14,14.0,,0.0442,[0.033-0.055] unit decrease,NR [8041861] (imputed),N
619,186,2008-06-16,17634449,Samani NJ,2007-07-18,N Engl J Med,www.ncbi.nlm.nih.gov/pubmed/17634449,Genomewide association analysis of coronary artery disease.,Coronary heart disease,"1,926 European ancestry cases, 2,938 European ancestry controls","875 European ancestry cases, 1,644 European ancestry controls",2q36.3,2,226203364,pseudogene,LOC646736 - LOC105373915,646736.0,105373915.0,,23302.0,251418.0,rs2943634-C,rs2943634,0,2943634,intergenic_variant,1.0,0.65,2e-07,6.698970004336019,,1.21,[1.13-1.30],Affymetrix [377857],N
426,23735,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",2q36.3,2,226203364,intergenic,LOC646736 - LOC105373915,646736.0,105373915.0,,23302.0,251418.0,rs2943634-A,rs2943634,0,2943634.0,intergenic_variant,1.0,0.3324,2e-09,8.698970004336019,,0.0409,[0.028-0.054] unit decrease,NR [8041861] (imputed),N
58,23825,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",8q24.13,8,125478730,intergenic,TRIB1 - LOC105375746,10221.0,105375746.0,,40325.0,43701.0,rs2954029-A,rs2954029,0,2954029.0,intron_variant,1.0,0.5421,1e-25,25.0,,0.0666,[0.054-0.079] unit increase,NR [8041861] (imputed),N
777,32252,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,8q24.13,8,125478730,TRIB1,TRIB1 - LOC105375746,10221.0,105375746.0,,40325.0,43701.0,rs2954029-A,rs2954029,0,2954029.0,intron_variant,1.0,0.551395,3e-06,5.522878745280337,,1.04,[1.03- 1.06],"Affymetrix, Illumina [8600000] (imputed)",N
82,23826,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",8q24.13,8,125478730,intergenic,TRIB1 - LOC105375746,10221.0,105375746.0,,40325.0,43701.0,rs2954029-A,rs2954029,0,2954029.0,intron_variant,1.0,0.5398,6e-23,22.22184874961636,,0.0546,[0.044-0.065] unit increase,NR [8041861] (imputed),N
708,44140,2014-07-23,24262325,Dichgans M,2013-11-21,Stroke,www.ncbi.nlm.nih.gov/pubmed/24262325,Shared genetic susceptibility to ischemic stroke and coronary artery disease: a genome-wide analysis of common variants.,Coronary artery disease,"33,398 cases, 75,726 controls",,12q24.12,12,111446804,SH2B3,SH2B3,,,10019,,,rs3184504-T,rs3184504,0,3184504.0,missense_variant,0.0,NR,9.000000000000001e-07,6.045757490560675,,1.07,[1.04-1.11],Illumina [575000] (imputed),N
416,32241,2016-09-12,26343387,Nikpay M,2015-09-07,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/26343387,A comprehensive 1000 Genomes-based genome-wide association meta-analysis of coronary artery disease.,Coronary artery disease,"42,096 European ancestry cases, 361 African American cases, 758 Hispanic American cases, 12,658 South Asian ancestry cases, 1,802 Lebanese ancestry cases, 3,614 East Asian ancestry cases, 99,121 European ancestry controls, 2,778 African American controls, 3,337 Hispanic American controls, 12,899 South Asian ancestry controls, 466 Lebanese ancestry controls, 7,709 East Asian ancestry controls",,12q24.12,12,111446804,SH2B3,SH2B3,,,10019,,,rs3184504-T,rs3184504,0,3184504.0,missense_variant,0.0,0.421808,1e-09,9.0,,1.07,[1.04- 1.09],"Affymetrix, Illumina [8600000] (imputed)",N
841,4307,2011-04-11,21378990,Schunkert H,2011-03-06,Nat Genet,www.ncbi.nlm.nih.gov/pubmed/21378990,Large-scale association analysis identifies 13 new susceptibility loci for coronary artery disease.,Coronary heart disease,"22,233 European ancestry cases, 64,762 European ancestry controls","56,682 European ancestry cases and controls",12q24.12,12,111446804,SH2B3,SH2B3,,,10019,,,rs3184504-T,rs3184504,0,3184504,missense_variant,0.0,0.44,6e-06,5.221848749616356,,1.07,[1.04-1.10],"Affymetrix, Illumina [~ 2300000] (imputed)",N
42,23881,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",12q24.12,12,111446804,"ATXN2, SH2B3",SH2B3,,,10019,,,rs3184504-T,rs3184504,0,3184504.0,missense_variant,0.0,0.4721,5.0000000000000004e-30,29.30102999566398,,0.0742,[0.061-0.087] unit increase,NR [8041861] (imputed),N
488,23949,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,1p36.32,1,2320766,MORN1,SKI - MORN1,6497.0,79906.0,,10553.0,487.0,rs36096196-T,rs36096196,0,36096196.0,downstream_gene_variant,1.0,0.1483,1e-08,8.0,,0.0469,[0.031-0.063] unit increase,Affymetrix [at least 7947838] (imputed),N
489,23529,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"34,541 cases, 261,984 controls","88,192 cases, 162,544 controls",1p36.32,1,2320766,MORN1,SKI - MORN1,6497.0,79906.0,,10553.0,487.0,rs36096196-T,rs36096196,0,36096196.0,downstream_gene_variant,1.0,0.148,1e-08,8.0,,0.053,[0.035-0.071] unit increase,Affymetrix [7947838] (imputed),N
154,23848,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"88,192 cases, 162,544 controls","34,541 cases, 261,984 controls",10q24.32,10,102878723,"AS3MT, C10orf32-ASMT","C10orf32-ASMT, AS3MT",,,"100528007, 57412",,,rs3740390-T,rs3740390,0,3740390.0,intron_variant,0.0,0.1106,3.9999999999999995e-15,14.397940008672034,,0.0719,[0.054-0.09] unit decrease,NR [8041861] (imputed),N
158,21040,2018-01-29,29212778,van der Harst P,2017-12-06,Circ Res,www.ncbi.nlm.nih.gov/pubmed/29212778,The Identification of 64 Novel Genetic Loci Provides an Expanded View on the Genetic Architecture of Coronary Artery Disease.,Coronary artery disease,"up to 122,733 cases, up to 424,528 controls",,10q24.32,10,102878723,"AS3MT, C10orf32-ASMT","C10orf32-ASMT, AS3MT",,,"100528007, 57412",,,rs3740390-T,rs3740390,0,3740390.0,intron_variant,0.0,0.1066,5e-15,14.301029995663981,,0.0662,[0.05-0.083] unit decrease,Affymetrix [at least 7947838] (imputed),N
